CustomerID,RegistrationDate,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AvgOrderValue,CustomerLifetimeValue,FavoriteCategory,SatisfactionScore,RepeatCustomer,PremiumMember,HasReturned,LoyaltyScore,LastPurchaseDate
CUST04106,2020-01-21,26,Prefer not to say,High,Japan,Toronto,,64.22,112.05,Books,1.22,,No,No,9.98,2024-09-21
CUST04107,2020-12-28,104,Other,Medium,USA,,5,150.51,1427.77,Toys,5.38,No,No,No,37.48,2024-07-18
CUST04108,2023-07-08,28,Male,,Canada,London,5,76.02,644.15,Toys,9.19,Yes,No,Yes,,2025-04-18
CUST04109,2022-08-13,,,High,Australia,Sydney,11,130.64,,Toys,9.64,Yes,No,No,,2025-03-01
CUST04110,2021-12-30,20,Prefer not to say,Medium,Australia,Delhi,11,160.81,1872.99,Electronics,6.31,Yes,No,No,40.88,2024-10-22
CUST04111,2022-10-04,31,Male,High,Canada,Berlin,1,33.32,32.82,Sports,7.55,Yes,Yes,Yes,40.93,2025-04-19
CUST04112,2023-06-10,-5,Prefer not to say,Very High,Canada,London,15,138.52,2971.01,Clothing,3.05,No,Yes,No,,2024-11-23
CUST04113,2020-05-21,34,Female,Very High,Canada,London,7,151.38,1568.52,Books,4.56,Yes,Yes,Yes,7.98,2025-03-10
,2022-10-03,27,Male,Low,USA,Berlin,3,57.83,,Beauty,2.2,No,Yes,Yes,70.29,2024-07-10
CUST04115,2020-12-28,43,,,Japan,Chicago,4,129.04,685.58,Beauty,4.84,Yes,No,No,4.09,
CUST04116,2020-12-07,25,Other,,Australia,Toronto,15,46.01,1246.11,Beauty,4.95,No,Yes,Yes,86.69,2025-02-16
CUST04117,2021-01-27,25,Male,Very High,India,Tokyo,12,132.51,2826.2,Home,7.17,No,Yes,No,19.14,2024-08-15
CUST04118,2023-04-04,54,Male,High,Canada,Berlin,11,46.35,,Home,1.89,No,Yes,Yes,21.05,2024-09-02
CUST04119,2023-02-22,19,Male,High,Australia,Sydney,10,173.14,3223.22,Beauty,2.35,Yes,No,Yes,67.92,2024-04-23
CUST04120,2021-09-10,49,Prefer not to say,Very High,UK,New York,1,69.82,113.23,Books,2.59,Yes,No,Yes,22.61,2024-09-09
CUST04121,2021-03-27,21,Prefer not to say,Low,Japan,Berlin,12,117.16,1305.19,Home,2.61,Yes,No,Yes,60.26,2024-03-29
CUST04122,2022-06-05,-2,Other,Low,India,Berlin,12,87.27,929.05,Clothing,9.93,No,Yes,Yes,89.36,2025-03-12
CUST04123,2023-12-28,33,Other,,India,Chicago,13,149.51,2423.46,Food,8.8,No,No,Yes,57.45,2025-03-27
CUST04124,2023-05-09,49,Female,High,Australia,Sydney,11,185.93,3725.32,Books,9.26,No,Yes,No,80.62,2025-05-09
CUST04125,2023-12-22,57,Male,Medium,USA,Toronto,3,137.02,425.72,Clothing,5.8,Yes,No,No,45.36,2024-10-18
CUST04126,2020-04-06,-1,Prefer not to say,,Australia,Berlin,2,63.6,249.7,Beauty,6.56,Yes,No,Yes,92.02,2024-05-02
CUST04127,2023-08-08,51,,Very High,Germany,Tokyo,9,179.41,2636.53,Beauty,8.04,No,No,Yes,49.17,2025-02-06
CUST04128,2020-09-10,37,Female,Medium,France,Tokyo,10,125.61,1013.66,,8.08,No,No,No,45.99,2024-09-03
CUST04129,2023-10-14,36,Male,,UK,New York,6,165.86,1966.55,Clothing,2.24,Yes,No,Yes,6.1,
CUST04130,2020-12-08,38,,,Japan,Chicago,1,152.65,163.78,Beauty,2.5,Yes,Yes,No,96.33,2024-09-03
CUST04131,2022-10-14,50,Female,,UK,Toronto,14,147.19,3772.47,Beauty,2.95,Yes,Yes,No,72.61,2024-06-24
CUST04132,2023-08-08,27,,,France,Berlin,7,483.13,3001.38,Toys,7.31,No,No,No,27.75,
CUST04133,2023-09-28,36,Female,High,India,New York,10,402.55,5779.49,Food,8.39,No,Yes,Yes,97.43,2025-03-19
CUST04134,2024-01-18,63,Other,Low,France,Paris,3,115.44,455.65,Books,1.27,Yes,No,No,58.09,2024-12-14
CUST04135,2022-09-04,47,Prefer not to say,Low,France,Tokyo,13,108.04,,Home,9.71,No,Yes,No,17.2,2025-05-05
CUST04136,2023-08-08,,,Low,Germany,Toronto,9,141.82,,Clothing,3.67,No,No,Yes,69.52,2025-04-15
CUST04137,2020-08-16,38,Male,Medium,Germany,Mumbai,3,63.03,113.81,Electronics,1.9,No,No,Yes,75.3,2024-11-13
CUST04138,2020-05-13,32,Female,Medium,Germany,Tokyo,10,44.25,770.83,Books,2.09,No,No,No,25.62,2024-06-07
CUST04139,2020-11-13,49,Male,Medium,Japan,London,9,179.82,3215.02,Books,9.19,No,Yes,Yes,68.1,2024-08-28
CUST04140,2021-01-30,55,Male,Low,Australia,Berlin,2,143.78,484.21,Food,3.58,Yes,No,No,10.53,
CUST04141,2024-02-09,61,,Very High,USA,Mumbai,4,40.14,146.12,Books,3.52,Yes,No,Yes,25.98,2024-04-22
CUST04142,2022-06-02,111,Female,Very High,India,Berlin,3,21.39,122.66,Home,5.22,No,No,Yes,14.09,2025-03-16
CUST04143,2021-02-05,-1,Male,Low,Germany,Toronto,6,29.55,183.48,Home,3.79,Yes,Yes,Yes,13.34,2025-03-05
CUST04144,2020-12-23,-3,Other,,Australia,Delhi,12,177.86,2373.8,Food,8.97,No,Yes,Yes,74.08,2024-09-19
CUST04145,2022-09-13,38,Female,Low,Germany,Mumbai,14,42.71,1193.1,Clothing,6.32,No,Yes,Yes,50.73,2024-07-05
CUST04146,2021-08-08,42,Prefer not to say,Low,Australia,,13,153.74,3022.29,Electronics,3.32,No,No,No,98.51,
CUST04147,2020-06-18,20,,Very High,France,Tokyo,11,120.2,2123.64,Home,9.46,Yes,Yes,Yes,80.73,2024-04-08
,2023-09-12,38,Prefer not to say,Very High,Canada,Mumbai,13,51.89,824.08,Home,8.58,No,Yes,Yes,62.45,2024-02-14
CUST04149,2023-01-18,28,Prefer not to say,,Germany,Paris,1,83.21,65.68,Food,3.62,Yes,Yes,No,57.03,2025-01-16
CUST04150,2020-02-01,36,Other,Medium,USA,Delhi,5,146.03,409.39,Food,5.96,Yes,Yes,Yes,35.68,2024-11-12
,2022-08-24,25,Female,Medium,Canada,Toronto,5,187.37,1531.59,Electronics,4.72,No,Yes,No,44.79,2024-05-14
CUST04152,2020-12-17,55,Male,High,Germany,Paris,3,21.31,94.02,Toys,9.15,No,Yes,No,11.78,2024-04-06
CUST04153,2021-06-09,30,Prefer not to say,Very High,USA,Sydney,7,38.6,283.81,Food,6.53,No,No,Yes,77.78,2025-01-15
CUST04154,2020-12-03,60,Female,Medium,France,Sydney,14,81.54,765.67,Books,7.53,Yes,Yes,Yes,43.63,2025-04-30
CUST04155,2022-06-07,63,Prefer not to say,Very High,Germany,Berlin,6,82.12,709.6,Electronics,6.54,Yes,No,Yes,72.78,2024-07-09
CUST04156,2021-10-08,34,Prefer not to say,Low,Canada,New York,5,7.39,73.06,Sports,3.57,Yes,No,Yes,43.76,2024-07-13
CUST04157,2020-05-29,52,Other,High,Japan,Delhi,12,65.22,693.65,Sports,9.02,Yes,Yes,Yes,13.3,2024-10-17
CUST04158,2020-11-15,48,Female,Very High,UK,London,10,101.27,555.65,Home,5.49,Yes,No,Yes,37.09,2024-05-14
CUST04159,2022-02-10,-4,Other,,Germany,Delhi,5,173.75,1725.66,Electronics,8.65,No,Yes,No,,2025-04-02
CUST04160,2020-04-08,45,Female,,India,Delhi,13,107.68,1719.82,Food,1.2,No,Yes,Yes,83.14,2025-01-16
CUST04161,2020-05-02,55,Male,,Germany,Sydney,10,10.65,156.11,Clothing,3.82,Yes,No,Yes,98.1,2025-02-04
CUST04162,2021-06-29,45,Other,Low,France,Berlin,11,5.68,110.23,Electronics,8.28,Yes,No,No,34.37,2024-04-23
CUST04163,2021-09-29,36,Female,,Japan,Paris,2,179.27,425.11,Home,3.55,No,Yes,Yes,,2024-01-27
,2020-08-14,52,Male,High,France,Chicago,6,243.9,1031.76,Toys,7.62,Yes,No,No,33.4,2025-04-27
CUST04165,2021-06-12,31,Prefer not to say,Medium,India,London,14,123.89,2266.78,Toys,4.36,No,No,No,53.76,2024-12-30
CUST04166,2023-09-16,23,Prefer not to say,Very High,Canada,London,8,159.27,1904.45,Books,5.37,,Yes,No,95.6,2025-03-20
CUST04167,2022-10-30,60,Male,Low,France,Delhi,13,145.09,955.64,Beauty,,No,No,Yes,33.27,2024-12-28
CUST04168,2020-04-11,50,Prefer not to say,Low,France,Paris,11,67.31,,Clothing,7.89,No,Yes,No,30.97,2025-01-11
CUST04169,2022-07-02,43,Other,High,Australia,Mumbai,4,93.94,243.46,Food,7.71,No,No,No,67.14,2024-07-05
CUST04170,2023-09-12,45,Other,High,UK,New York,3,179.32,465.51,Food,2.73,Yes,Yes,Yes,37.03,2024-02-17
CUST04171,2021-02-21,34,Other,Very High,USA,Berlin,11,42.64,461.76,Clothing,1.23,No,Yes,No,19.27,2025-05-10
CUST04172,2020-04-13,-2,Male,Low,USA,Mumbai,11,135.72,,Sports,5.22,No,Yes,Yes,64.12,2024-11-06
CUST04173,2020-06-14,38,Other,,UK,London,5,13.77,133.63,Books,8.88,No,Yes,No,97.92,2024-02-16
CUST04174,2021-06-21,22,Female,High,Japan,,7,27.18,253.53,Food,3.62,Yes,No,No,9.39,2024-06-08
CUST04175,2022-11-28,59,Female,,India,New York,12,79.77,1386.19,Toys,5.25,Yes,Yes,Yes,82.58,2024-09-24
CUST04176,2022-11-29,59,,High,USA,Paris,1,18.85,12.53,Food,9.68,No,Yes,Yes,65.12,
CUST04177,2022-06-19,34,,High,Australia,Toronto,14,143.88,2844.3,Home,,Yes,No,No,13.19,2025-03-20
CUST04178,2020-10-31,32,,Medium,India,Sydney,12,97.28,1617.62,,9.47,No,No,No,76.28,2024-01-13
CUST04179,2022-09-13,26,,Very High,India,Toronto,7,140.24,1955.89,Toys,8.66,Yes,Yes,No,7.98,2024-12-02
CUST04180,2022-12-10,42,,Very High,Australia,Tokyo,7,123.03,552.86,Books,6.42,Yes,No,No,59.08,2024-09-25
CUST04181,2023-07-11,46,Other,High,France,Berlin,13,196.71,2184.74,Home,3.04,No,Yes,Yes,56.81,2025-03-28
CUST04182,2022-08-19,40,Female,Medium,France,Chicago,11,118.55,994.36,Sports,1.56,No,No,Yes,65.8,2024-10-28
CUST04183,2023-03-06,50,Female,Very High,USA,London,7,68.02,564.95,,7.65,Yes,No,No,58.2,2024-06-09
CUST04184,2022-05-24,22,Other,High,Australia,Sydney,15,151.48,2215.55,Sports,4.48,No,Yes,No,16.77,2025-03-02
CUST04185,2023-07-29,47,Other,Very High,Japan,New York,13,148.04,,Food,8.66,No,No,Yes,41.38,2024-02-05
CUST04186,2021-03-16,35,Prefer not to say,Very High,Australia,London,3,189.44,562.16,Food,3.49,Yes,No,No,23.18,2024-02-13
CUST04187,2021-05-03,56,Male,High,India,London,4,49.92,247.39,Books,6.08,Yes,No,Yes,,2024-09-19
CUST04188,2023-05-28,19,Prefer not to say,Very High,Japan,Chicago,8,92.03,,Food,6.68,No,Yes,Yes,89.98,
CUST04189,2023-05-30,40,Female,Low,France,Mumbai,12,166.45,1177.41,Clothing,5.18,Yes,Yes,Yes,80.91,2024-10-28
,2020-04-01,53,Male,Low,USA,Tokyo,9,43343.83,668327.64,Home,2.62,No,Yes,Yes,17.89,2024-02-18
CUST04191,2022-09-05,35,,,Japan,Sydney,10,100.54,519.18,Sports,6.77,Yes,Yes,No,91.85,2025-03-21
CUST04192,2020-01-30,50,Prefer not to say,Low,France,Paris,11,31.45,,Toys,6.92,No,No,No,57.35,2025-05-04
CUST04193,2022-05-19,41,Prefer not to say,Low,Germany,Chicago,5,50.78,329.61,Toys,6.61,Yes,No,No,36.89,2024-05-24
CUST04194,2021-09-06,47,Male,Medium,UK,Toronto,11,106.51,2102.56,Toys,4.68,No,Yes,No,77.77,2025-01-28
CUST04195,2020-05-10,115,Other,Medium,Australia,Berlin,10,34.34,582.22,Sports,8.58,No,Yes,Yes,4.27,2024-09-23
CUST04196,2022-04-06,42,Prefer not to say,High,Australia,Sydney,4,140.12,1039.17,Beauty,7.76,No,No,Yes,7.41,2025-01-18
CUST04197,2023-05-16,38,Other,Medium,USA,Toronto,8,196.72,1136.28,Home,8.53,No,No,Yes,5.75,2025-03-11
CUST04198,2023-01-15,51,Male,Medium,USA,Tokyo,6,40.08,278.05,Food,6.11,No,Yes,Yes,33.56,2025-01-07
CUST04199,2022-09-09,42,Female,Very High,France,Paris,6,122.68,1410.36,Electronics,1.18,Yes,No,No,80.35,2024-05-07
CUST04200,2020-11-19,57,,High,Germany,Paris,3,174.44,919.76,Clothing,7.91,Yes,No,Yes,66.7,2024-07-07
,2022-04-10,50,Female,Low,USA,London,3,101.24,201.65,Food,9.95,Yes,Yes,Yes,80.6,
CUST04202,2022-03-28,57,,Low,Australia,New York,4,147.38,927.77,Books,8.48,Yes,No,No,77.61,
CUST04203,2020-12-10,52,Male,Medium,Australia,Chicago,11,163.72,3475.37,Toys,8.58,Yes,No,Yes,80.92,2024-12-25
CUST04204,2021-11-24,45,,Medium,Japan,Tokyo,6,166.63,714.67,Toys,9.21,Yes,Yes,No,90.76,2024-06-24
CUST04205,2023-06-18,54,,Medium,France,Chicago,14,16.33,309.77,Electronics,4.03,,No,No,61.23,2024-02-12
CUST04206,2021-10-20,32,Male,,UK,Tokyo,15,129.19,1242.97,Sports,1.88,Yes,No,Yes,68.39,2024-07-25
CUST04207,2022-11-26,39,Female,Low,UK,New York,13,28.83,457.02,Food,1.67,No,No,No,50.48,2024-03-08
CUST04208,2020-08-18,57,,,Germany,Paris,11,122.56,1458.48,Clothing,2.02,No,No,Yes,,2024-07-24
CUST04209,2023-08-11,41,Prefer not to say,Medium,India,Sydney,2,50.33,57.79,Food,8.17,No,No,No,93.07,2024-09-01
CUST04210,2020-08-29,46,Male,Medium,Australia,Chicago,2,114.21,261.58,Clothing,2.22,Yes,Yes,Yes,45.14,2024-02-18
CUST04211,2022-08-27,38,Male,Low,UK,Mumbai,,117.26,108.09,Home,9.54,No,No,Yes,14.29,2024-06-19
CUST04212,2022-10-13,56,Prefer not to say,Very High,Canada,Chicago,9,25.04,442.06,Food,6.53,Yes,Yes,No,96.05,2024-12-19
CUST04213,2023-02-15,51,Prefer not to say,Medium,France,Sydney,4,30.85,125.25,Clothing,6.95,Yes,Yes,No,71.92,2025-05-07
CUST04214,2020-06-23,58,Female,,Japan,New York,1,37.01,34.58,Toys,4.8,Yes,No,No,40.67,2024-10-13
CUST04215,2021-12-10,62,,Medium,Germany,London,3,167.73,634.92,Electronics,2.64,No,Yes,No,56.62,2024-03-28
CUST04216,2023-02-17,52,Other,High,France,Paris,3,169.3,271.28,Clothing,2.36,Yes,Yes,Yes,48.04,2024-08-12
CUST04217,2022-10-12,30,Male,Medium,India,Paris,5,154.29,1320.92,Electronics,3.67,No,No,No,52.55,2024-12-14
CUST04218,2020-12-01,60,Female,High,India,London,7,280.04,3661.42,Sports,,No,Yes,No,26.15,2024-06-07
CUST04219,2024-01-16,65,Female,Medium,Germany,Sydney,15,134.03,1861.2,Clothing,9.67,No,No,No,67.92,2024-04-27
CUST04220,2022-09-30,44,,Medium,Germany,Berlin,3,189.88,871.81,Toys,7.2,No,No,Yes,90.82,2024-03-31
CUST04221,2020-09-18,40,Other,Medium,USA,Chicago,14,120.48,1717.07,Books,2.81,No,Yes,No,30.16,2024-12-19
CUST04222,2021-09-13,55,Male,High,Germany,Paris,3,48.56,201.81,Toys,5.86,Yes,No,No,77.06,2024-04-09
CUST04223,2023-04-16,35,Male,High,Canada,Mumbai,2,167.82,588.85,Home,6.88,Yes,No,Yes,96.92,2025-05-06
CUST04224,2021-03-16,,Male,Medium,France,Mumbai,11,367.14,,Sports,2.29,No,Yes,No,6.6,2025-03-17
CUST04225,2023-01-23,22,Prefer not to say,Very High,France,Toronto,7,147.93,1459.23,Food,,No,No,No,65.1,2024-05-13
CUST04226,2021-12-17,40,,Low,Japan,New York,11,64.4,1202.31,Food,3.62,No,Yes,No,93.56,2024-02-12
CUST04227,2023-03-09,21,Prefer not to say,High,Canada,London,8,36.85,497.08,Books,,Yes,No,Yes,31.44,2024-08-11
CUST04228,2020-11-13,-2,Female,Very High,Germany,,9,156.19,1695.84,Beauty,9.94,Yes,Yes,Yes,73.73,2024-01-07
CUST04229,2021-09-27,26,Other,,USA,Toronto,11,84.26,1116.18,Books,1.59,No,Yes,No,34.32,2024-08-01
CUST04230,2022-04-05,106,Male,High,Japan,Mumbai,15,128.74,1391.72,Books,6.02,Yes,Yes,Yes,10.38,2025-04-18
CUST04231,2023-04-22,56,Other,Very High,France,Mumbai,6,95.52,474.03,Electronics,3.93,No,Yes,Yes,59.62,2024-08-13
CUST04232,2021-02-16,60,Prefer not to say,Low,France,Delhi,12,151.57,1746.14,Clothing,8.93,No,No,Yes,69.11,2025-04-30
CUST04233,2020-06-24,60,Male,,USA,London,1,58.87,37.87,Home,9.32,No,No,No,64.92,2025-01-13
CUST04234,2021-07-07,53,Male,Low,USA,Toronto,1,164.69,212.16,Clothing,6.81,Yes,No,Yes,2.25,2024-01-21
CUST04235,2021-11-29,50,,Low,Japan,Paris,13,84.97,1126.74,Books,7.95,No,Yes,Yes,39.34,2024-05-22
CUST04236,2020-12-22,,Other,Low,Japan,New York,10,136.13,2716.78,Beauty,1.83,No,Yes,No,4.36,2024-09-18
CUST04237,2021-10-21,39,Other,High,France,New York,10,93.39,1258.32,Beauty,9.89,Yes,Yes,Yes,57.0,2024-11-29
CUST04238,2022-02-26,19,Male,Medium,Australia,Toronto,,129.34,117.19,Beauty,9.26,No,No,No,59.16,2024-10-19
CUST04239,2021-07-03,60,Female,Low,France,London,12,140.6,2797.81,Electronics,3.35,Yes,No,No,43.82,2024-10-20
CUST04240,2021-08-15,33,Male,Very High,USA,New York,1,157.1,105.1,Electronics,6.03,No,No,Yes,59.19,2025-02-13
CUST04241,2020-12-11,49,Other,Medium,Canada,Chicago,3,13.71,30.46,Home,8.48,Yes,Yes,No,93.61,2024-01-20
CUST04242,2023-01-30,51,Female,High,UK,,8,79.01,1127.95,,8.4,Yes,No,No,7.67,2024-03-06
CUST04243,2023-07-16,49,Female,Very High,Germany,London,1,89.58,167.47,Electronics,5.75,No,No,Yes,76.58,2024-12-31
CUST04244,2020-03-29,44,Female,Very High,UK,Paris,3,339.31,1309.26,Sports,8.95,No,No,Yes,98.02,2025-01-10
CUST04245,2024-01-16,52,Female,Medium,Canada,Tokyo,2,54.22,85.45,Toys,7.91,No,No,No,77.84,
CUST04246,2023-07-08,40,,Medium,Germany,Berlin,5,188.23,1115.64,Beauty,1.75,No,Yes,Yes,89.8,2024-06-19
CUST04247,2022-02-10,47,,Low,Canada,Tokyo,1,19.96,15.01,Beauty,5.66,Yes,Yes,Yes,13.2,2024-02-23
CUST04248,2021-06-24,42,,High,UK,Chicago,3,65.21,304.07,Electronics,8.11,Yes,No,Yes,63.58,2024-11-29
CUST04249,2022-01-12,62,,High,India,Chicago,5,87.96,357.04,Electronics,2.57,Yes,Yes,No,54.62,2024-12-03
CUST04250,2023-09-13,62,Female,Low,USA,Mumbai,3,96.75,579.99,Toys,6.92,Yes,Yes,Yes,62.49,
CUST04251,2022-09-28,,,Low,Australia,Toronto,9,69.85,341.95,Clothing,8.22,No,Yes,No,14.6,2024-05-31
CUST04252,2023-03-05,65,Other,High,Japan,Berlin,15,125.2,1331.54,Beauty,2.24,No,No,No,16.17,2024-06-16
CUST04253,2020-01-01,47,Other,Medium,UK,London,13,165.15,1529.55,,4.78,No,Yes,No,16.3,2024-04-16
CUST04254,2020-06-28,41,,,Canada,Paris,10,151.85,2260.51,Home,5.58,Yes,No,No,0.5,2024-05-10
CUST04255,2021-09-26,26,Female,,India,Paris,14,18.32,186.03,Books,7.54,Yes,Yes,No,59.42,2024-02-20
CUST04256,2020-07-13,65,Other,,France,Mumbai,7,40.41,509.34,Food,6.61,No,Yes,Yes,24.2,2024-10-21
CUST04257,2023-12-20,-2,,Low,Canada,Sydney,9,496.27,6851.51,Electronics,7.83,No,Yes,No,44.21,2024-04-08
CUST04258,2020-05-11,63,Other,Very High,Germany,Sydney,2,97.83,277.3,Beauty,2.99,Yes,No,Yes,53.23,2024-04-12
CUST04259,2020-01-19,44,Prefer not to say,,UK,Tokyo,8,192.78,2905.31,Beauty,4.89,No,Yes,Yes,54.68,
CUST04260,2022-10-14,25,Other,Very High,France,Delhi,3,194.44,470.33,Food,4.47,Yes,No,No,,2024-06-05
CUST04261,2020-09-21,27,Male,High,Canada,Mumbai,15,195.61,4833.15,Beauty,5.09,Yes,No,No,15.26,2024-08-25
CUST04262,2023-04-19,60,Other,Low,Japan,London,8,97.41,1500.87,Clothing,9.93,Yes,Yes,Yes,41.97,2025-04-19
CUST04263,2021-11-25,61,Prefer not to say,Low,France,Chicago,,13.83,7.43,,1.96,No,No,Yes,14.88,2024-10-17
CUST04264,2022-02-20,60,Other,Low,Canada,Paris,1,169.98,188.82,,7.53,Yes,Yes,Yes,50.99,2024-01-25
CUST04265,2021-04-19,52,Female,High,USA,Delhi,5,86.45,509.13,Books,,Yes,Yes,Yes,,2024-06-09
CUST04266,2022-02-07,,Other,Very High,Germany,Tokyo,15,42.03,1088.99,Beauty,6.28,Yes,No,No,5.86,2024-04-09
CUST04267,2022-12-14,37,Prefer not to say,High,Canada,New York,5,38.5,138.96,Books,9.94,No,Yes,No,34.47,2025-01-20
CUST04268,2023-07-21,57,Male,,Canada,,8,37.34,190.25,Food,1.24,No,Yes,No,26.13,2024-05-06
CUST04269,2021-11-26,46,Female,Medium,India,Tokyo,8,30.23,413.42,Clothing,1.38,No,Yes,No,,2024-02-19
CUST04270,2020-07-11,51,Other,Medium,Japan,Delhi,,45.37,73.28,Clothing,9.94,No,No,Yes,19.41,2025-03-28
CUST04271,2020-09-22,35,Female,,Canada,New York,10,66.93,361.05,Books,5.23,Yes,Yes,No,29.42,2025-04-26
CUST04272,2022-01-18,64,Male,Medium,Australia,Paris,12,195.53,2150.94,Sports,4.38,Yes,No,Yes,0.23,2025-01-14
CUST04273,2023-02-23,47,,High,USA,London,6,193.34,979.15,Toys,2.5,Yes,Yes,Yes,74.11,2024-02-01
CUST04274,2021-08-28,69,,,India,Tokyo,11,62.88,1173.07,Sports,5.31,No,Yes,No,81.84,2024-07-11
CUST04275,2022-05-18,28,Male,Very High,Canada,Sydney,7,186.18,1591.16,Home,3.17,Yes,No,No,66.58,2024-08-07
CUST04276,2023-05-14,63,Male,Low,USA,Paris,6,78.63,591.17,Food,3.59,Yes,No,No,59.43,2024-05-24
CUST04277,2020-06-10,22,Other,Medium,Australia,London,1,126.49,136.92,Sports,8.77,Yes,No,No,7.2,2025-01-04
CUST04278,2021-11-23,55,Male,,USA,,1,14.46,12.66,Home,8.51,No,No,Yes,38.39,2024-01-24
CUST04279,2021-08-25,,Other,Very High,UK,Toronto,11,49.25,428.82,Books,9.49,No,No,No,95.95,2024-07-27
CUST04280,2021-07-19,-4,Other,Medium,USA,Chicago,13,48.58,599.97,Home,9.26,Yes,No,No,82.97,
CUST04281,2022-08-07,62,Prefer not to say,,USA,Paris,4,193.06,1191.3,Toys,4.87,,Yes,No,44.49,2025-02-27
CUST04282,2023-06-21,113,Other,,India,London,1,54.42,61.53,Sports,5.24,Yes,No,No,51.24,
CUST04283,2021-09-24,-2,Female,Medium,India,Paris,6,106.27,1057.71,Beauty,6.6,Yes,Yes,No,14.8,2024-05-28
,2022-08-23,27,Prefer not to say,Medium,France,Sydney,3,128.28,472.13,Beauty,8.63,Yes,Yes,Yes,,
CUST04285,2020-03-15,,Prefer not to say,Low,France,Tokyo,2,189.73,207.76,Toys,5.74,No,Yes,No,85.55,2024-07-15
CUST04286,2023-12-28,34,Other,Medium,Australia,New York,14,54.85,552.66,Clothing,5.03,No,Yes,Yes,5.09,2025-04-01
,2022-06-28,54,Female,High,Canada,Paris,5,140.64,403.56,,5.45,Yes,No,No,95.29,2024-10-02
CUST04288,2022-08-28,34,,,France,Paris,8,103.58,903.53,Home,3.21,No,Yes,Yes,,2025-01-07
CUST04289,2023-01-23,42,Other,,France,Chicago,1,29.56,48.85,Food,5.81,No,No,No,51.74,2024-06-17
CUST04290,2020-09-05,54,Other,High,India,Sydney,8,5.02,34.31,Food,3.23,No,No,Yes,60.5,2024-03-22
,2020-09-28,52,Female,High,USA,New York,10,147.51,2608.57,Books,,Yes,No,Yes,91.12,2024-02-14
CUST04292,2022-05-01,22,Prefer not to say,Low,Japan,Sydney,9,144.12,2414.62,Home,8.89,No,No,Yes,35.26,2025-02-18
CUST04293,2023-10-22,28,Female,Medium,Canada,Chicago,9,159.55,2445.53,,2.13,No,No,No,77.93,2024-01-26
CUST04294,2023-07-16,-1,,Very High,France,Tokyo,9,150.58,,Electronics,3.29,No,Yes,No,44.33,2025-03-17
CUST04295,2022-10-08,61,Male,High,Germany,Toronto,5,95.04,309.79,Clothing,9.76,Yes,No,Yes,,2025-03-23
CUST04296,2023-11-03,43,,Medium,France,Mumbai,4,14.38,86.53,Electronics,3.51,No,Yes,No,68.32,2024-12-04
CUST04297,2022-04-09,42,,Very High,Canada,Toronto,14,44.02,786.69,Home,2.28,Yes,No,Yes,72.27,2024-07-30
CUST04298,2021-08-30,51,Female,High,India,Delhi,7,107.58,900.31,Beauty,9.49,Yes,Yes,No,,2024-01-12
CUST04299,2023-07-12,53,Female,Low,Germany,New York,6,41.64,234.31,Sports,2.73,Yes,Yes,Yes,92.19,2024-05-31
CUST04300,2021-07-26,23,Female,High,Germany,Mumbai,6,132.69,1227.39,Home,9.25,Yes,No,No,17.28,2024-08-15
CUST04301,2023-02-13,64,,,Japan,Chicago,6,128.19,1090.14,Food,4.08,Yes,No,No,71.57,2025-01-23
CUST04302,2020-07-01,45,Prefer not to say,High,Australia,Mumbai,2,48.0,143.92,Sports,9.82,Yes,No,Yes,76.37,2025-02-02
CUST04303,2022-09-19,51,Other,High,Japan,New York,7,208.34,1037.32,Clothing,5.4,Yes,Yes,Yes,67.2,2025-01-25
CUST04304,2020-10-19,26,Other,Medium,Australia,,4,109.16,676.01,Toys,2.14,Yes,Yes,No,44.37,2024-01-26
CUST04305,2020-01-18,38,Other,Low,Japan,Delhi,3,64.04,357.27,Books,5.66,Yes,Yes,Yes,11.29,2024-06-23
CUST04306,2020-02-14,46,Other,,France,Tokyo,7,189.49,1723.37,Electronics,4.88,Yes,Yes,Yes,57.46,2024-09-30
CUST04307,2022-04-29,62,Prefer not to say,,UK,London,4,19.1,62.79,Sports,3.61,Yes,Yes,No,15.77,2025-03-11
CUST04308,2020-12-25,19,Male,,UK,Mumbai,10,16.51,148.66,Clothing,2.69,Yes,No,No,62.35,2024-04-23
CUST04309,2021-10-16,21,Female,Medium,Japan,Toronto,15,199.17,4549.42,Beauty,1.59,,Yes,No,67.32,2024-11-07
CUST04310,2021-10-08,0,Prefer not to say,,Germany,Chicago,13,6.8,145.65,Sports,3.47,Yes,No,No,80.49,2025-01-16
CUST04311,2021-02-18,42,Other,High,Germany,Toronto,1,46.54,82.83,Books,8.15,Yes,Yes,Yes,67.59,2025-04-15
CUST04312,2023-05-03,19,Male,Medium,France,Delhi,5,68.89,513.74,Toys,6.72,No,No,Yes,27.72,2024-10-29
CUST04313,2022-11-29,107,Male,Very High,Germany,New York,4,89.99,422.98,Toys,1.08,No,No,No,19.8,2024-06-03
CUST04314,2023-05-12,32,,,Japan,Delhi,9,10.78,163.96,Beauty,6.53,No,Yes,No,63.96,2024-07-04
CUST04315,2021-05-23,28,Other,Very High,Australia,Chicago,3,80.06,369.87,Books,5.06,Yes,No,No,42.44,2025-02-12
